trojkat mozna zbudowac w 48306 wierszach
2 92 89 77 trojkat jest ostrokatny, pole = 3150.85, obwod = 258
11575 47 50 72 trojkat jest rozwartokatny, pole = 1168.98, obwod = 169
11576 88 93 44 trojkat jest ostrokatny, pole = 1918.77, obwod = 225
11577 88 76 92 trojkat jest ostrokatny, pole = 3095.91, obwod = 256
11578 65 53 17 trojkat jest rozwartokatny, pole = 351.52, obwod = 135
11580 16 50 58 trojkat jest rozwartokatny, pole = 369.99, obwod = 124
11581 72 82 27 trojkat jest rozwartokatny, pole = 950.62, obwod = 181
11582 73 88 81 trojkat jest ostrokatny, pole = 2768.86, obwod = 242
11585 89 49 97 trojkat jest ostrokatny, pole = 2168.52, obwod = 235
11586 48 35 82 trojkat jest rozwartokatny, pole = 260.0, obwod = 165
11591 80 17 85 trojkat jest rozwartokatny, pole = 666.67, obwod = 182
11592 77 40 59 trojkat jest rozwartokatny, pole = 1160.8, obwod = 176
11594 40 83 83 trojkat jest ostrokatny, pole = 1611.09, obwod = 206
11597 98 73 41 trojkat jest rozwartokatny, pole = 1348.69, obwod = 212
11598 57 20 50 trojkat jest rozwartokatny, pole = 492.33, obwod = 127
11599 26 70 86 trojkat jest rozwartokatny, pole = 788.08, obwod = 182
11600 42 21 31 trojkat jest rozwartokatny, pole = 312.67, obwod = 94
11605 58 41 40 trojkat jest rozwartokatny, pole = 819.74, obwod = 139
11606 97 42 76 trojkat jest rozwartokatny, pole = 1526.07, obwod = 215
11607 93 61 50 trojkat jest rozwartokatny, pole = 1398.99, obwod = 204
11609 34 82 71 trojkat jest rozwartokatny, pole = 1199.79, obwod = 187
11612 83 99 52 trojkat jest rozwartokatny, pole = 2157.37, obwod = 234
11615 76 57 92 trojkat jest ostrokatny, pole = 2161.45, obwod = 225
11616 78 80 97 trojkat jest ostrokatny, pole = 3023.81, obwod = 255
11619 50 23 61 trojkat jest rozwartokatny, pole = 548.36, obwod = 134
11620 42 18 27 trojkat jest rozwartokatny, pole = 165.69, obwod = 87
11621 71 85 92 trojkat jest ostrokatny, pole = 2863.89, obwod = 248
11622 71 63 69 trojkat jest ostrokatny, pole = 1968.14, obwod = 203
11623 73 59 77 trojkat jest ostrokatny, pole = 2029.48, obwod = 209
11624 42 13 50 trojkat jest rozwartokatny, pole = 233.32, obwod = 105
11625 59 35 92 trojkat jest rozwartokatny, pole = 428.25, obwod = 186
11626 65 51 37 trojkat jest rozwartokatny, pole = 941.34, obwod = 153
11627 69 27 82 trojkat jest rozwartokatny, pole = 878.93, obwod = 178
11628 94 10 86 trojkat jest rozwartokatny, pole = 269.58, obwod = 190
11631 49 51 34 trojkat jest ostrokatny, pole = 797.98, obwod = 134
11635 47 72 84 trojkat jest ostrokatny, pole = 1689.9, obwod = 203
11636 89 67 63 trojkat jest ostrokatny, pole = 2106.23, obwod = 219
11637 28 39 38 trojkat jest ostrokatny, pole = 501.78, obwod = 105
11642 61 38 51 trojkat jest ostrokatny, pole = 965.61, obwod = 150
11643 92 20 90 trojkat jest ostrokatny, pole = 899.95, obwod = 202
11649 97 97 20 trojkat jest ostrokatny, pole = 964.83, obwod = 214
11653 37 84 80 trojkat jest ostrokatny, pole = 1469.23, obwod = 201
11654 51 51 27 trojkat jest ostrokatny, pole = 663.94, obwod = 129
11656 72 90 47 trojkat jest rozwartokatny, pole = 1682.74, obwod = 209
11660 82 64 70 trojkat jest ostrokatny, pole = 2166.79, obwod = 216
11662 87 63 82 trojkat jest ostrokatny, pole = 2462.1, obwod = 232
11663 46 43 69 trojkat jest rozwartokatny, pole = 968.77, obwod = 158
11667 7 68 63 trojkat jest rozwartokatny, pole = 160.21, obwod = 138
11676 54 25 58 trojkat jest ostrokatny, pole = 673.55, obwod = 137
11677 26 67 63 trojkat jest ostrokatny, pole = 818.07, obwod = 156
11679 91 31 81 trojkat jest rozwartokatny, pole = 1241.08, obwod = 203
11680 80 61 73 trojkat jest ostrokatny, pole = 2125.65, obwod = 214
11682 88 18 77 trojkat jest rozwartokatny, pole = 584.21, obwod = 183
11684 53 69 29 trojkat jest rozwartokatny, pole = 716.55, obwod = 151
11687 66 38 72 trojkat jest ostrokatny, pole = 1244.51, obwod = 176
11689 32 96 95 trojkat jest ostrokatny, pole = 1505.67, obwod = 223
11691 28 62 65 trojkat jest ostrokatny, pole = 862.13, obwod = 155
11694 74 81 81 trojkat jest ostrokatny, pole = 2666.05, obwod = 236
11695 48 46 42 trojkat jest ostrokatny, pole = 882.0, obwod = 136
11701 55 55 67 trojkat jest ostrokatny, pole = 1461.29, obwod = 177
11703 58 18 58 trojkat jest ostrokatny, pole = 515.68, obwod = 134
11704 12 87 96 trojkat jest rozwartokatny, pole = 362.35, obwod = 195
11705 62 95 34 trojkat jest rozwartokatny, pole = 313.65, obwod = 191
11706 60 41 53 trojkat jest ostrokatny, pole = 1063.47, obwod = 154
11709 85 94 47 trojkat jest ostrokatny, pole = 1991.9, obwod = 226
11711 77 10 85 trojkat jest rozwartokatny, pole = 242.54, obwod = 172
11712 75 90 96 trojkat jest ostrokatny, pole = 3181.18, obwod = 261
11713 46 97 76 trojkat jest rozwartokatny, pole = 1706.36, obwod = 219
11716 98 64 44 trojkat jest rozwartokatny, pole = 1088.58, obwod = 206
11717 7 18 22 trojkat jest rozwartokatny, pole = 56.56, obwod = 47
11719 51 62 95 trojkat jest rozwartokatny, pole = 1443.45, obwod = 208
11721 95 88 67 trojkat jest ostrokatny, pole = 2836.81, obwod = 250
11723 53 90 83 trojkat jest ostrokatny, pole = 2162.91, obwod = 226
11724 67 83 52 trojkat jest ostrokatny, pole = 1740.34, obwod = 202
11725 36 6 39 trojkat jest rozwartokatny, pole = 97.12, obwod = 81
11727 8 55 62 trojkat jest rozwartokatny, pole = 113.02, obwod = 125
11730 34 45 38 trojkat jest ostrokatny, pole = 629.8, obwod = 117
11732 77 56 69 trojkat jest ostrokatny, pole = 1868.3, obwod = 202
11733 41 38 25 trojkat jest ostrokatny, pole = 464.99, obwod = 104
11734 55 94 97 trojkat jest ostrokatny, pole = 2511.27, obwod = 246
11737 82 92 60 trojkat jest ostrokatny, pole = 2415.65, obwod = 234
11738 31 19 33 trojkat jest ostrokatny, pole = 288.68, obwod = 83
11739 4 50 47 trojkat jest rozwartokatny, pole = 64.1, obwod = 101
11740 70 85 83 trojkat jest ostrokatny, pole = 2671.54, obwod = 238
11742 62 96 38 trojkat jest rozwartokatny, pole = 650.66, obwod = 196
11745 72 27 93 trojkat jest rozwartokatny, pole = 690.6, obwod = 192
11748 48 80 90 trojkat jest ostrokatny, pole = 1914.05, obwod = 218
11750 96 62 42 trojkat jest rozwartokatny, pole = 938.94, obwod = 200
11751 63 99 73 trojkat jest rozwartokatny, pole = 2296.06, obwod = 235
11752 73 72 88 trojkat jest ostrokatny, pole = 2535.19, obwod = 233
11754 16 29 28 trojkat jest ostrokatny, pole = 218.41, obwod = 73
11755 18 46 50 trojkat jest rozwartokatny, pole = 413.73, obwod = 114
11756 92 84 22 trojkat jest rozwartokatny, pole = 894.66, obwod = 198
11757 58 77 65 trojkat jest ostrokatny, pole = 1838.75, obwod = 200
11758 45 75 93 trojkat jest rozwartokatny, pole = 1668.92, obwod = 213
11765 48 84 66 trojkat jest rozwartokatny, pole = 1580.9, obwod = 198
11766 81 58 49 trojkat jest rozwartokatny, pole = 1407.0, obwod = 188
11769 97 20 84 trojkat jest rozwartokatny, pole = 683.53, obwod = 201
11771 90 87 32 trojkat jest ostrokatny, pole = 1386.53, obwod = 209
11772 62 58 60 trojkat jest ostrokatny, pole = 1555.38, obwod = 180
11775 59 35 60 trojkat jest ostrokatny, pole = 994.79, obwod = 154
11779 76 70 44 trojkat jest ostrokatny, pole = 1517.03, obwod = 190
11783 71 40 41 trojkat jest rozwartokatny, pole = 691.95, obwod = 152
11784 67 24 67 trojkat jest ostrokatny, pole = 791.0, obwod = 158
11786 62 35 29 trojkat jest rozwartokatny, pole = 244.9, obwod = 126
11787 97 82 86 trojkat jest ostrokatny, pole = 3323.49, obwod = 265
11788 89 81 72 trojkat jest ostrokatny, pole = 2754.84, obwod = 242
11789 59 97 97 trojkat jest ostrokatny, pole = 2725.96, obwod = 253
11793 73 99 38 trojkat jest rozwartokatny, pole = 1162.2, obwod = 210
11794 57 69 33 trojkat jest rozwartokatny, pole = 934.54, obwod = 159
11795 49 33 24 trojkat jest rozwartokatny, pole = 350.66, obwod = 106
11796 92 30 94 trojkat jest ostrokatny, pole = 1373.67, obwod = 216
11797 27 70 75 trojkat jest ostrokatny, pole = 945.0, obwod = 172
11798 50 22 40 trojkat jest rozwartokatny, pole = 427.53, obwod = 112
11802 77 92 94 trojkat jest ostrokatny, pole = 3258.18, obwod = 263
11803 60 83 46 trojkat jest rozwartokatny, pole = 1348.48, obwod = 189
11804 33 42 17 trojkat jest rozwartokatny, pole = 263.38, obwod = 92
11806 36 30 31 trojkat jest ostrokatny, pole = 443.03, obwod = 97
11808 68 21 48 trojkat jest rozwartokatny, pole = 182.62, obwod = 137
11809 89 87 35 trojkat jest ostrokatny, pole = 1506.78, obwod = 211
11812 43 61 36 trojkat jest rozwartokatny, pole = 760.49, obwod = 140
11813 90 57 41 trojkat jest rozwartokatny, pole = 858.68, obwod = 188
11814 16 29 23 trojkat jest rozwartokatny, pole = 183.47, obwod = 68
11817 49 80 62 trojkat jest rozwartokatny, pole = 1518.51, obwod = 191
11821 57 78 65 trojkat jest ostrokatny, pole = 1819.62, obwod = 200
11822 22 67 78 trojkat jest rozwartokatny, pole = 682.66, obwod = 167
11824 79 67 72 trojkat jest ostrokatny, pole = 2254.24, obwod = 218
11826 39 71 58 trojkat jest rozwartokatny, pole = 1130.33, obwod = 168
11827 78 57 68 trojkat jest ostrokatny, pole = 1885.69, obwod = 203
11828 94 46 61 trojkat jest rozwartokatny, pole = 1185.87, obwod = 201
11829 6 94 98 trojkat jest rozwartokatny, pole = 214.56, obwod = 198
11830 66 48 68 trojkat jest ostrokatny, pole = 1499.99, obwod = 182
11832 29 63 64 trojkat jest ostrokatny, pole = 895.89, obwod = 156
11833 61 86 57 trojkat jest rozwartokatny, pole = 1735.23, obwod = 204
11835 97 63 61 trojkat jest rozwartokatny, pole = 1872.83, obwod = 221
11836 85 73 23 trojkat jest rozwartokatny, pole = 766.79, obwod = 181
11837 51 86 84 trojkat jest ostrokatny, pole = 2066.07, obwod = 221
11841 48 62 80 trojkat jest rozwartokatny, pole = 1486.67, obwod = 190
11843 43 80 97 trojkat jest rozwartokatny, pole = 1695.38, obwod = 220
11845 50 18 35 trojkat jest rozwartokatny, pole = 206.64, obwod = 103
11846 38 21 42 trojkat jest ostrokatny, pole = 397.85, obwod = 101
11847 63 32 91 trojkat jest rozwartokatny, pole = 583.42, obwod = 186
11854 81 21 95 trojkat jest rozwartokatny, pole = 683.79, obwod = 197
11861 45 77 39 trojkat jest rozwartokatny, pole = 644.27, obwod = 161
11863 91 70 69 trojkat jest ostrokatny, pole = 2390.23, obwod = 230
11865 51 88 67 trojkat jest rozwartokatny, pole = 1700.66, obwod = 206
11866 93 78 75 trojkat jest ostrokatny, pole = 2823.19, obwod = 246
11867 44 35 30 trojkat jest ostrokatny, pole = 522.87, obwod = 109
11868 29 33 10 trojkat jest rozwartokatny, pole = 140.2, obwod = 72
11870 19 62 44 trojkat jest rozwartokatny, pole = 158.58, obwod = 125
11871 23 66 62 trojkat jest ostrokatny, pole = 712.99, obwod = 151
11875 74 33 73 trojkat jest ostrokatny, pole = 1181.25, obwod = 180
11876 75 14 77 trojkat jest rozwartokatny, pole = 524.31, obwod = 166
11880 40 80 74 trojkat jest ostrokatny, pole = 1470.32, obwod = 194
11882 99 72 64 trojkat jest rozwartokatny, pole = 2300.32, obwod = 235
11883 56 31 74 trojkat jest rozwartokatny, pole = 796.6, obwod = 161
11884 72 23 74 trojkat jest ostrokatny, pole = 825.88, obwod = 169
11887 28 94 85 trojkat jest rozwartokatny, pole = 1171.9, obwod = 207
11888 59 94 69 trojkat jest rozwartokatny, pole = 2030.08, obwod = 222
11890 68 57 55 trojkat jest ostrokatny, pole = 1512.25, obwod = 180
11892 98 86 87 trojkat jest ostrokatny, pole = 3492.68, obwod = 271
11898 49 49 94 trojkat jest rozwartokatny, pole = 651.25, obwod = 192
11902 10 74 75 trojkat jest rozwartokatny, pole = 369.8, obwod = 159
11906 35 46 17 trojkat jest rozwartokatny, pole = 256.62, obwod = 98
11908 79 99 63 trojkat jest ostrokatny, pole = 2486.4, obwod = 241
11909 63 33 34 trojkat jest rozwartokatny, pole = 359.11, obwod = 130
11911 65 19 47 trojkat jest rozwartokatny, pole = 167.85, obwod = 131
11914 59 95 74 trojkat jest rozwartokatny, pole = 2182.93, obwod = 228
11915 34 33 48 trojkat jest rozwartokatny, pole = 560.81, obwod = 115
11916 17 43 47 trojkat jest rozwartokatny, pole = 365.07, obwod = 107
11918 91 77 44 trojkat jest rozwartokatny, pole = 1690.8, obwod = 212
11919 75 6 75 trojkat jest ostrokatny, pole = 224.82, obwod = 156
11920 85 86 38 trojkat jest ostrokatny, pole = 1583.33, obwod = 209
11922 36 65 71 trojkat jest ostrokatny, pole = 1163.83, obwod = 172
11923 40 46 55 trojkat jest ostrokatny, pole = 903.64, obwod = 141
11924 43 59 53 trojkat jest ostrokatny, pole = 1100.85, obwod = 155
11926 89 86 23 trojkat jest ostrokatny, pole = 989.0, obwod = 198
11930 32 21 41 trojkat jest rozwartokatny, pole = 331.63, obwod = 94
11931 95 85 87 trojkat jest ostrokatny, pole = 3404.62, obwod = 267
11938 76 78 65 trojkat jest ostrokatny, pole = 2267.59, obwod = 219
11941 53 94 68 trojkat jest rozwartokatny, pole = 1767.53, obwod = 215
11943 49 23 38 trojkat jest rozwartokatny, pole = 423.7, obwod = 110
11945 30 52 71 trojkat jest rozwartokatny, pole = 692.34, obwod = 153
11947 55 34 67 trojkat jest rozwartokatny, pole = 931.82, obwod = 156
11950 27 65 88 trojkat jest rozwartokatny, pole = 532.45, obwod = 180
11952 79 57 60 trojkat jest ostrokatny, pole = 1703.23, obwod = 196
11953 56 98 83 trojkat jest ostrokatny, pole = 2321.62, obwod = 237
11954 60 72 48 trojkat jest ostrokatny, pole = 1428.71, obwod = 180
11955 76 20 60 trojkat jest rozwartokatny, pole = 403.56, obwod = 156
11957 97 77 78 trojkat jest ostrokatny, pole = 2931.59, obwod = 252
11959 28 13 17 trojkat jest rozwartokatny, pole = 74.62, obwod = 58
11960 39 83 58 trojkat jest rozwartokatny, pole = 1013.98, obwod = 180
11963 95 56 83 trojkat jest ostrokatny, pole = 2310.51, obwod = 234
11967 24 36 18 trojkat jest rozwartokatny, pole = 191.98, obwod = 78
11969 99 67 65 trojkat jest rozwartokatny, pole = 2160.48, obwod = 231
11971 83 71 23 trojkat jest rozwartokatny, pole = 746.95, obwod = 177
11972 35 71 75 trojkat jest ostrokatny, pole = 1232.12, obwod = 181
11973 82 91 88 trojkat jest ostrokatny, pole = 3259.64, obwod = 261
11977 84 33 98 trojkat jest rozwartokatny, pole = 1337.14, obwod = 215
11979 63 48 39 trojkat jest rozwartokatny, pole = 935.31, obwod = 150
11980 87 47 50 trojkat jest rozwartokatny, pole = 932.42, obwod = 184
11982 36 69 41 trojkat jest rozwartokatny, pole = 587.99, obwod = 146
11985 33 72 54 trojkat jest rozwartokatny, pole = 840.83, obwod = 159
11986 17 97 99 trojkat jest rozwartokatny, pole = 824.1, obwod = 213
11993 96 45 98 trojkat jest ostrokatny, pole = 2120.88, obwod = 239
11994 61 17 74 trojkat jest rozwartokatny, pole = 366.77, obwod = 152
11998 38 96 98 trojkat jest ostrokatny, pole = 1804.79, obwod = 232
11999 39 34 24 trojkat jest ostrokatny, pole = 404.58, obwod = 97
12002 95 91 23 trojkat jest rozwartokatny, pole = 1045.12, obwod = 209
12007 50 81 44 trojkat jest rozwartokatny, pole = 963.21, obwod = 175
12008 76 68 77 trojkat jest ostrokatny, pole = 2329.74, obwod = 221
12010 64 41 97 trojkat jest rozwartokatny, pole = 947.04, obwod = 202
12012 56 51 72 trojkat jest ostrokatny, pole = 1421.29, obwod = 179
12013 71 80 90 trojkat jest ostrokatny, pole = 2714.4, obwod = 241
12015 27 71 92 trojkat jest rozwartokatny, pole = 682.0, obwod = 190
12016 71 95 93 trojkat jest ostrokatny, pole = 3088.65, obwod = 259
12023 67 73 62 trojkat jest ostrokatny, pole = 1936.47, obwod = 202
12026 95 62 86 trojkat jest ostrokatny, pole = 2607.86, obwod = 243
12028 42 72 56 trojkat jest rozwartokatny, pole = 1173.85, obwod = 170
12030 70 58 74 trojkat jest ostrokatny, pole = 1906.59, obwod = 202
12031 11 26 31 trojkat jest rozwartokatny, pole = 137.0, obwod = 68
12032 68 83 27 trojkat jest rozwartokatny, pole = 833.83, obwod = 178
12033 86 40 92 trojkat jest ostrokatny, pole = 1714.85, obwod = 218
12034 54 82 46 trojkat jest rozwartokatny, pole = 1167.75, obwod = 182
12035 79 79 84 trojkat jest ostrokatny, pole = 2810.24, obwod = 242
12038 88 98 95 trojkat jest ostrokatny, pole = 3776.75, obwod = 281
12042 74 37 43 trojkat jest rozwartokatny, pole = 560.5, obwod = 154
12044 90 43 91 trojkat jest ostrokatny, pole = 1889.53, obwod = 224
12046 47 43 23 trojkat jest ostrokatny, pole = 492.69, obwod = 113
12048 82 74 45 trojkat jest ostrokatny, pole = 1653.63, obwod = 201
12054 97 55 43 trojkat jest rozwartokatny, pole = 336.03, obwod = 195
12055 99 40 65 trojkat jest rozwartokatny, pole = 837.83, obwod = 204
12056 79 66 20 trojkat jest rozwartokatny, pole = 545.69, obwod = 165
12060 66 66 70 trojkat jest ostrokatny, pole = 1958.44, obwod = 202
12061 50 66 79 trojkat jest ostrokatny, pole = 1642.82, obwod = 195
12064 97 63 81 trojkat jest ostrokatny, pole = 2536.06, obwod = 241
12066 41 56 90 trojkat jest rozwartokatny, pole = 802.67, obwod = 187
12069 17 65 79 trojkat jest rozwartokatny, pole = 344.74, obwod = 161
12073 97 22 93 trojkat jest rozwartokatny, pole = 1020.67, obwod = 212
12076 27 78 82 trojkat jest ostrokatny, pole = 1052.76, obwod = 187
12077 67 94 42 trojkat jest rozwartokatny, pole = 1250.06, obwod = 203
12078 61 97 87 trojkat jest ostrokatny, pole = 2611.5, obwod = 245
12079 66 31 52 trojkat jest rozwartokatny, pole = 787.27, obwod = 149
12081 37 81 93 trojkat jest rozwartokatny, pole = 1487.68, obwod = 211
12082 63 62 72 trojkat jest ostrokatny, pole = 1839.08, obwod = 197
12083 63 48 76 trojkat jest ostrokatny, pole = 1506.89, obwod = 187
12084 70 83 60 trojkat jest ostrokatny, pole = 2061.02, obwod = 213
12086 22 67 55 trojkat jest rozwartokatny, pole = 553.17, obwod = 144
12087 66 32 46 trojkat jest rozwartokatny, pole = 670.28, obwod = 144
12091 54 29 50 trojkat jest ostrokatny, pole = 717.17, obwod = 133
12092 51 41 37 trojkat jest ostrokatny, pole = 750.15, obwod = 129
12095 17 42 37 trojkat jest rozwartokatny, pole = 313.38, obwod = 96
12096 89 5 87 trojkat jest rozwartokatny, pole = 201.55, obwod = 181
12098 77 92 87 trojkat jest ostrokatny, pole = 3104.08, obwod = 256
12100 52 24 42 trojkat jest rozwartokatny, pole = 495.72, obwod = 118
12107 44 56 88 trojkat jest rozwartokatny, pole = 1035.18, obwod = 188
12108 81 57 86 trojkat jest ostrokatny, pole = 2228.22, obwod = 224
12109 94 97 78 trojkat jest ostrokatny, pole = 3397.26, obwod = 269
12111 48 99 60 trojkat jest rozwartokatny, pole = 1060.39, obwod = 207
12112 57 53 11 trojkat jest rozwartokatny, pole = 280.38, obwod = 121
12113 72 26 63 trojkat jest rozwartokatny, pole = 807.84, obwod = 161
12118 75 69 87 trojkat jest ostrokatny, pole = 2489.82, obwod = 231
12119 61 44 57 trojkat jest ostrokatny, pole = 1199.4, obwod = 162
12120 39 46 20 trojkat jest rozwartokatny, pole = 386.94, obwod = 105
12121 35 39 27 trojkat jest ostrokatny, pole = 459.93, obwod = 101
12122 81 66 82 trojkat jest ostrokatny, pole = 2458.88, obwod = 229
12124 95 67 80 trojkat jest ostrokatny, pole = 2639.17, obwod = 242
12126 53 52 41 trojkat jest ostrokatny, pole = 990.52, obwod = 146
12127 55 70 44 trojkat jest ostrokatny, pole = 1209.9, obwod = 169
12128 21 55 65 trojkat jest rozwartokatny, pole = 545.44, obwod = 141
12129 85 97 38 trojkat jest rozwartokatny, pole = 1604.37, obwod = 220
12130 81 43 93 trojkat jest rozwartokatny, pole = 1740.47, obwod = 217
12131 13 12 13 trojkat jest ostrokatny, pole = 69.2, obwod = 38
12133 58 90 86 trojkat jest ostrokatny, pole = 2403.71, obwod = 234
12134 90 97 56 trojkat jest ostrokatny, pole = 2478.26, obwod = 243
12139 54 75 75 trojkat jest ostrokatny, pole = 1889.23, obwod = 204
12146 14 81 70 trojkat jest rozwartokatny, pole = 325.52, obwod = 165
12148 26 37 58 trojkat jest rozwartokatny, pole = 350.18, obwod = 121
12149 46 52 30 trojkat jest ostrokatny, pole = 685.58, obwod = 128
12150 87 88 7 trojkat jest rozwartokatny, pole = 302.87, obwod = 182
12152 56 85 40 trojkat jest rozwartokatny, pole = 931.24, obwod = 181
12155 40 92 69 trojkat jest rozwartokatny, pole = 1275.93, obwod = 201
12156 76 61 24 trojkat jest rozwartokatny, pole = 631.75, obwod = 161
12160 95 79 47 trojkat jest rozwartokatny, pole = 1850.93, obwod = 221
12162 70 59 24 trojkat jest rozwartokatny, pole = 675.91, obwod = 153
12165 98 37 83 trojkat jest rozwartokatny, pole = 1498.17, obwod = 218
12166 34 66 55 trojkat jest rozwartokatny, pole = 933.98, obwod = 155
12170 86 87 89 trojkat jest ostrokatny, pole = 3300.6, obwod = 262
12171 67 69 79 trojkat jest ostrokatny, pole = 2185.67, obwod = 215
12172 68 35 36 trojkat jest rozwartokatny, pole = 347.11, obwod = 139
12178 86 44 59 trojkat jest rozwartokatny, pole = 1200.01, obwod = 189
12179 61 39 30 trojkat jest rozwartokatny, pole = 486.42, obwod = 130
12182 99 33 91 trojkat jest rozwartokatny, pole = 1497.63, obwod = 223
12183 59 14 50 trojkat jest rozwartokatny, pole = 289.8, obwod = 123
12186 93 58 36 trojkat jest rozwartokatny, pole = 308.91, obwod = 187
12189 74 90 27 trojkat jest rozwartokatny, pole = 879.52, obwod = 191
12190 72 21 71 trojkat jest ostrokatny, pole = 741.77, obwod = 164
12192 37 42 47 trojkat jest ostrokatny, pole = 741.87, obwod = 126
12194 96 34 81 trojkat jest rozwartokatny, pole = 1325.03, obwod = 211
12195 66 60 27 trojkat jest rozwartokatny, pole = 809.97, obwod = 153
12197 41 88 60 trojkat jest rozwartokatny, pole = 1064.78, obwod = 189
12198 43 16 42 trojkat jest ostrokatny, pole = 333.27, obwod = 101
12199 87 88 24 trojkat jest ostrokatny, pole = 1039.18, obwod = 199
12200 53 60 19 trojkat jest rozwartokatny, pole = 491.89, obwod = 132
12202 77 53 98 trojkat jest rozwartokatny, pole = 2028.98, obwod = 228
12203 59 91 80 trojkat jest ostrokatny, pole = 2325.85, obwod = 230
12204 65 58 25 trojkat jest rozwartokatny, pole = 722.6, obwod = 148
12205 83 59 28 trojkat jest rozwartokatny, pole = 501.94, obwod = 170
12207 44 53 74 trojkat jest rozwartokatny, pole = 1151.59, obwod = 171
12209 87 80 25 trojkat jest rozwartokatny, pole = 990.71, obwod = 192
12210 42 85 65 trojkat jest rozwartokatny, pole = 1329.57, obwod = 192
12213 79 23 81 trojkat jest ostrokatny, pole = 907.0, obwod = 183
12216 70 90 33 trojkat jest rozwartokatny, pole = 1027.38, obwod = 193
12223 75 62 48 trojkat jest ostrokatny, pole = 1482.24, obwod = 185
12226 74 60 94 trojkat jest ostrokatny, pole = 2219.19, obwod = 228
12228 57 86 62 trojkat jest rozwartokatny, pole = 1765.38, obwod = 205
12229 85 57 79 trojkat jest ostrokatny, pole = 2179.13, obwod = 221
12230 31 71 54 trojkat jest rozwartokatny, pole = 784.79, obwod = 156
12231 68 69 8 trojkat jest rozwartokatny, pole = 271.39, obwod = 145
12233 97 77 57 trojkat jest rozwartokatny, pole = 2193.74, obwod = 231
12234 31 54 51 trojkat jest ostrokatny, pole = 773.83, obwod = 136
12235 98 77 43 trojkat jest rozwartokatny, pole = 1591.32, obwod = 218
12237 20 46 55 trojkat jest rozwartokatny, pole = 442.05, obwod = 121
12238 86 52 92 trojkat jest ostrokatny, pole = 2198.28, obwod = 230
12239 81 39 96 trojkat jest rozwartokatny, pole = 1553.85, obwod = 216
12240 79 33 70 trojkat jest rozwartokatny, pole = 1153.28, obwod = 182
12242 52 85 95 trojkat jest ostrokatny, pole = 2198.41, obwod = 232
12248 87 47 86 trojkat jest ostrokatny, pole = 1955.85, obwod = 220
12249 55 46 92 trojkat jest rozwartokatny, pole = 953.98, obwod = 193
12250 35 52 83 trojkat jest rozwartokatny, pole = 529.62, obwod = 170
12254 6 80 85 trojkat jest rozwartokatny, pole = 136.72, obwod = 171
12255 49 56 13 trojkat jest rozwartokatny, pole = 285.34, obwod = 118
12256 81 84 80 trojkat jest ostrokatny, pole = 2884.14, obwod = 245
12257 99 41 60 trojkat jest rozwartokatny, pole = 485.8, obwod = 200
12258 20 68 80 trojkat jest rozwartokatny, pole = 586.57, obwod = 168
12259 46 67 42 trojkat jest rozwartokatny, pole = 953.93, obwod = 155
12262 31 76 65 trojkat jest rozwartokatny, pole = 996.64, obwod = 172
12267 79 78 55 trojkat jest ostrokatny, pole = 2021.62, obwod = 212
12268 49 66 26 trojkat jest rozwartokatny, pole = 550.93, obwod = 141
12271 12 68 78 trojkat jest rozwartokatny, pole = 241.29, obwod = 158
12273 96 92 23 trojkat jest rozwartokatny, pole = 1056.53, obwod = 211
12274 10 55 47 trojkat jest rozwartokatny, pole = 152.26, obwod = 112
12276 80 42 89 trojkat jest ostrokatny, pole = 1678.9, obwod = 211
12278 47 98 88 trojkat jest ostrokatny, pole = 2066.16, obwod = 233
12279 18 13 14 trojkat jest ostrokatny, pole = 90.42, obwod = 45
12281 83 86 85 trojkat jest ostrokatny, pole = 3102.02, obwod = 254
12284 71 70 45 trojkat jest ostrokatny, pole = 1502.93, obwod = 186
12285 27 99 86 trojkat jest rozwartokatny, pole = 1082.76, obwod = 212
12291 23 13 17 trojkat jest rozwartokatny, pole = 109.07, obwod = 53
12293 54 61 10 trojkat jest rozwartokatny, pole = 204.54, obwod = 125
12297 88 69 44 trojkat jest rozwartokatny, pole = 1495.26, obwod = 201
12299 95 31 88 trojkat jest rozwartokatny, pole = 1361.65, obwod = 214
12301 69 63 83 trojkat jest ostrokatny, pole = 2124.21, obwod = 215
12302 90 63 83 trojkat jest ostrokatny, pole = 2521.94, obwod = 236
12304 54 13 60 trojkat jest rozwartokatny, pole = 326.53, obwod = 127
12305 79 82 20 trojkat jest rozwartokatny, pole = 789.73, obwod = 181
12306 48 83 76 trojkat jest ostrokatny, pole = 1799.53, obwod = 207
12307 55 95 80 trojkat jest ostrokatny, pole = 2197.73, obwod = 230
12308 45 53 19 trojkat jest rozwartokatny, pole = 414.21, obwod = 117
12309 18 48 60 trojkat jest rozwartokatny, pole = 357.18, obwod = 126
12311 96 68 87 trojkat jest ostrokatny, pole = 2862.84, obwod = 251
12312 99 93 12 trojkat jest rozwartokatny, pole = 497.86, obwod = 204
12314 91 23 86 trojkat jest rozwartokatny, pole = 984.99, obwod = 200
12317 59 38 61 trojkat jest ostrokatny, pole = 1079.83, obwod = 158
12318 77 49 80 trojkat jest ostrokatny, pole = 1823.75, obwod = 206
12321 69 79 16 trojkat jest rozwartokatny, pole = 459.42, obwod = 164
12322 35 58 72 trojkat jest rozwartokatny, pole = 1004.04, obwod = 165
